player_id,player_name,team,games,fumbles,fumbles_lost,forced_fumbles,own_fumbles_recoveries,opponent_fumbles_recoveries,touchdowns
logan-cooke,Logan Cooke,Jacksonville Jaguars,17,,,0,,,
morgan-cox,Morgan Cox,Tennessee Titans,17,,,0,,,
maxx-crosby-x6606,Maxx Crosby,Las Vegas Raiders,12,,,0,,,
zach-cunningham,Zach Cunningham,Denver Broncos,7,,,0,,,
drew-dalman,Drew Dalman,Atlanta Falcons,9,1,1,0,2,,
scott-daly,Scott Daly,Chicago Bears,17,,,0,,,
ronald-darby,Ronald Darby,Jacksonville Jaguars,13,,,0,,,
christian-darrisaw,Christian Darrisaw,Minnesota Vikings,7,,,0,,,
marcus-davenport,Marcus Davenport,Detroit Lions,2,,,0,,,
dj-davidson,DJ Davidson,New York Giants,12,0,0,0,,2,0
carl-davis,Carl Davis,Washington Commanders,3,,,0,,,
demario-davis,Demario Davis,New Orleans Saints,16,,,0,,,
jalen-davis,Jalen Davis,Cincinnati Bengals,2,,,0,,,
jamin-davis,Jamin Davis,Minnesota Vikings,4,,,0,,,
jamin-davis,Jamin Davis,Washington Commanders,5,,,0,,,
jordan-davis,Jordan Davis,Philadelphia Eagles,17,0,0,0,,1,0
khalil-davis,Khalil Davis,San Francisco 49ers,3,,,0,,,
khalil-davis,Khalil Davis,Houston Texans,9,,,0,,,
michael-davis,Michael Davis,Washington Commanders,15,,,0,,,
sheldon-day,Sheldon Day,Washington Commanders,12,,,0,,,
grant-delpit,Grant Delpit,Cleveland Browns,16,0,0,0,,1,0
andrew-depaola,Andrew DePaola,Minnesota Vikings,13,,,0,,,
gervon-dexter,Gervon Dexter Sr.,Chicago Bears,15,0,0,0,,2,0
mohamoud-diabate,Mohamoud Diabate,Cleveland Browns,13,,,0,,,
michael-dickson,Michael Dickson,Seattle Seahawks,17,,,0,,,
quandre-diggs,Quandre Diggs,Tennessee Titans,8,,,0,,,
trevon-diggs,Trevon Diggs,Dallas Cowboys,11,,,0,,,
kevin-dotson,Kevin Dotson,Los Angeles Rams,16,,,0,,,
troy-dye,Troy Dye,Los Angeles Chargers,17,,,0,,,
arnold-ebiketie,Arnold Ebiketie,Atlanta Falcons,17,0,0,0,,1,0
brandin-echols,Brandin Echols,New York Jets,16,0,0,0,,1,0
terrell-edmunds,Terrell Edmunds,Pittsburgh Steelers,5,,,0,,,
terrell-edmunds,Terrell Edmunds,Pittsburgh Steelers,5,,,0,,,
terrell-edmunds,Terrell Edmunds,Jacksonville Jaguars,1,,,,,,
mike-edwards,Mike Edwards,Tampa Bay Buccaneers,5,,,0,,,
mike-edwards,Mike Edwards,Buffalo Bills,3,,,0,,,
mario-edwards,Mario Edwards,Houston Texans,13,0,0,0,,2,0
sam-eguavoen,Sam Eguavoen,New York Jets,17,,,0,,,
kaiir-elam,Kaiir Elam,Buffalo Bills,13,0,0,0,,1,0
jermaine-eluemunor,Jermaine Eluemunor,New York Giants,15,0,0,0,1,,
marcus-epps,Marcus Epps,Las Vegas Raiders,3,,,0,,,
joshua-ezeudu,Joshua Ezeudu,New York Giants,17,,,0,,,
foley-fatukasi,Foley Fatukasi,Houston Texans,11,,,0,,,
blake-ferguson,Blake Ferguson,Miami Dolphins,5,1,0,0,,,
tony-fields-ii,Tony Fields II,Cleveland Browns,1,,,0,,,
tony-fields-ii,Tony Fields II,Cleveland Browns,1,,,0,,,
anthony-firkser,Anthony Firkser,Kansas City Chiefs,3,,,0,,,
anthony-firkser,Anthony Firkser,New York Jets,4,,,,,,
tre-flowers,Tre Flowers,Indianapolis Colts,1,,,0,,,
tre-flowers,Tre Flowers,Jacksonville Jaguars,4,,,0,,,
dallis-flowers,Dallis Flowers,Tampa Bay Buccaneers,2,,,,,,
dallis-flowers,Dallis Flowers,Indianapolis Colts,4,,,0,,,
emmanuel-forbes,Emmanuel Forbes,Los Angeles Rams,2,,,0,,,
emmanuel-forbes,Emmanuel Forbes,Washington Commanders,6,,,0,,,
mike-ford,Mike Ford,Cleveland Browns,17,,,0,,,
poona-ford,Poona Ford,Los Angeles Chargers,17,,,0,,,
darrick-forrest,Darrick Forrest,Washington Commanders,10,,,0,,,
leki-fotu,Leki Fotu,New York Jets,2,,,0,,,
morgan-fox,Morgan Fox,Los Angeles Chargers,17,,,0,,,
john-franklin-myers,John Franklin-Myers,Denver Broncos,17,,,0,,,
kendall-fuller,Kendall Fuller,Miami Dolphins,11,0,0,0,,1,0
kristian-fulton,Kristian Fulton,Los Angeles Chargers,15,1,0,0,,,
greg-gaines,Greg Gaines,Tampa Bay Buccaneers,15,,,0,,,
graham-gano,Graham Gano,New York Giants,10,,,0,,,
elijah-garcia,Elijah Garcia,New York Giants,5,0,0,0,,1,0
william-gholston,William Gholston,Tampa Bay Buccaneers,17,,,0,,,
luke-gifford,Luke Gifford,Tennessee Titans,16,,,0,,,
trenton-gill,Trenton Gill,Tampa Bay Buccaneers,8,,,0,,,
alohi-gilman,Alohi Gilman,Los Angeles Chargers,11,,,0,,,
stephon-gilmore,Stephon Gilmore,Minnesota Vikings,15,,,0,,,
tashaun-gipson,Tashaun Gipson,San Francisco 49ers,9,,,0,,,
kevin-givens,Kevin Givens,San Francisco 49ers,8,,,0,,,
mark-glowinski,Mark Glowinski,Indianapolis Colts,5,,,0,,,
davon-godchaux,Davon Godchaux,New England Patriots,17,,,0,,,
eddie-goldman,Eddie Goldman,Atlanta Falcons,17,,,0,,,
chauncey-golston,Chauncey Golston,Dallas Cowboys,17,0,0,0,,1,0
christian-gonzalez,Christian Gonzalez,New England Patriots,16,0,0,0,,1,1
adam-gotsis,Adam Gotsis,Indianapolis Colts,5,,,0,,,
adam-gotsis,Adam Gotsis,Indianapolis Colts,5,,,0,,,
ta-quon-graham,Ta'Quon Graham,Atlanta Falcons,10,,,0,,,
richie-grant,Richie Grant,Atlanta Falcons,17,,,0,,,
dre-greenlaw-x9042,Dre Greenlaw,San Francisco 49ers,2,,,0,,,
shaq-thompson,Shaq Thompson,Carolina Panthers,4,,,0,,,
yetur-gross-matos,Yetur Gross-Matos,San Francisco 49ers,11,,,0,,,
kamu-grugier-hill,Kamu Grugier-Hill,Minnesota Vikings,17,,,0,,,
lawrence-guy,Lawrence Guy,Cincinnati Bengals,4,,,0,,,
darren-hall,Darren Hall,Arizona Cardinals,4,,,0,,,
kemon-hall,Kemon Hall,Dallas Cowboys,6,,,0,,,
logan-hall,Logan Hall,Tampa Bay Buccaneers,16,0,0,0,,1,0
antonio-hamilton,Antonio Hamilton,Atlanta Falcons,11,,,0,,,
davon-hamilton,DaVon Hamilton,Jacksonville Jaguars,17,,,0,,,
damar-hamlin,Damar Hamlin,Buffalo Bills,14,0,0,0,,1,0
johnathan-hankins,Johnathan Hankins,Seattle Seahawks,17,,,0,,,
jake-hansen,Jake Hansen,Houston Texans,16,,,0,,,
josh-harris,Josh Harris,Los Angeles Chargers,17,1,0,0,,,
will-harris,Will Harris,New Orleans Saints,13,,,0,,,
javon-hargrave,Javon Hargrave,San Francisco 49ers,3,,,0,,,
thomas-harper,Thomas Harper,Las Vegas Raiders,15,0,0,0,,1,0
charles-harris,Charles Harris,Philadelphia Eagles,4,,,0,,,
charles-harris,Charles Harris,Carolina Panthers,9,,,0,,,
darius-harris,Darius Harris,Dallas Cowboys,4,,,0,,,
jonathan-harris,Jonathan Harris,Carolina Panthers,7,0,0,0,,1,0
jonathan-harris,Jonathan Harris,Carolina Panthers,7,0,0,0,,1,0
jaylinn-hawkins,Jaylinn Hawkins,New England Patriots,17,0,0,0,,1,0
josh-hayes,Josh Hayes,Tampa Bay Buccaneers,15,0,0,0,,1,0
marquis-haynes,Marquis Haynes,Carolina Panthers,2,,,0,,,
charlie-heck,Charlie Heck,San Francisco 49ers,2,,,0,,,
charlie-heck,Charlie Heck,Arizona Cardinals,7,,,,,,
malik-herring,Malik Herring,Kansas City Chiefs,12,,,0,,,
cameron-heyward,Cameron Heyward,Pittsburgh Steelers,17,,,0,,,
ronnie-hickman-jr,Ronnie Hickman Jr.,Cleveland Browns,14,0,0,0,,1,0
elijah-hicks,Elijah Hicks,Chicago Bears,12,0,0,0,,2,0
jordan-hicks,Jordan Hicks,Cleveland Browns,12,,,0,,,
b-j-hill,B.J. Hill,Cincinnati Bengals,15,,,0,,,
troy-hill,Troy Hill,Tampa Bay Buccaneers,2,,,,,,
troy-hill,Troy Hill,Carolina Panthers,6,,,0,,,
mike-hilton,Mike Hilton,Cincinnati Bengals,16,,,0,,,
nate-hobbs,Nate Hobbs,Las Vegas Raiders,11,,,0,,,
ka-dar-hollman,Ka'dar Hollman,Houston Texans,7,,,0,,,
ka-dar-hollman,Ka'dar Hollman,Baltimore Ravens,3,,,0,,,
darnay-holmes,Darnay Holmes,Las Vegas Raiders,16,,,0,,,
malik-hooker,Malik Hooker,Dallas Cowboys,17,,,0,,,
dylan-horton,Dylan Horton,Houston Texans,13,,,0,,,
james-houston,James Houston,Cleveland Browns,3,,,,,,
james-houston,James Houston,Detroit Lions,8,,,0,,,
jerry-hughes,Jerry Hughes,Houston Texans,7,,,0,,,
mike-hughes,Mike Hughes,Atlanta Falcons,15,,,0,,,
robert-hunt-2,Robert Hunt,Carolina Panthers,16,,,0,,,
maurice-hurst,Maurice Hurst,Cleveland Browns,8,,,0,,,
noah-igbinoghene,Noah Igbinoghene,Washington Commanders,17,,,0,,,
d-j-ivey,D.J. Ivey,Cincinnati Bengals,11,1,1,0,,,
mike-jackson,Mike Jackson,Carolina Panthers,17,,,0,,,
dane-jackson,Dane Jackson,Carolina Panthers,9,,,0,,,
d-marco-jackson,D'Marco Jackson,New Orleans Saints,10,,,0,,,
donte-jackson,Donte Jackson,Pittsburgh Steelers,15,0,0,0,,,
eddie-jackson,Eddie Jackson,Los Angeles Chargers,2,,,,,,
eddie-jackson,Eddie Jackson,Baltimore Ravens,9,,,0,,,
kareem-jackson,Kareem Jackson,Buffalo Bills,2,,,0,,,
theo-jackson,Theo Jackson,Minnesota Vikings,17,,,0,,,
derwin-james,Derwin James,Los Angeles Chargers,16,0,0,0,,1,0
grady-jarrett,Grady Jarrett,Atlanta Falcons,17,,,0,,,
quinton-jefferson,Quinton Jefferson,Buffalo Bills,7,,,0,,,
quinton-jefferson,Quinton Jefferson,Cleveland Browns,5,,,0,,,
tony-jefferson,Tony Jefferson,Los Angeles Chargers,8,,,0,,,
elgton-jenkins,Elgton Jenkins,Green Bay Packers,17,,,0,,,
john-jenkins,John Jenkins,Las Vegas Raiders,17,,,0,,,
rayshawn-jenkins,Rayshawn Jenkins,Seattle Seahawks,13,0,0,0,,1,1
teven-jenkins,Teven Jenkins,Chicago Bears,14,0,0,0,2,,
josey-jewell,Josey Jewell,Carolina Panthers,12,0,0,0,,2,0
lonnie-johnson,Lonnie Johnson,Carolina Panthers,15,,,0,,,
austin-johnson,Austin Johnson,Buffalo Bills,15,,,0,,,
caleb-johnson,Caleb Johnson,Jacksonville Jaguars,17,,,0,,,
dj-johnson-2,DJ Johnson,Carolina Panthers,14,0,0,0,,1,0
eric-johnson-7,Eric Johnson,New England Patriots,11,,,0,,,
jakob-johnson,Jakob Johnson,New York Giants,3,,,0,,,
john-johnson,John Johnson,Los Angeles Rams,2,,,0,,,
patrick-johnson,Patrick Johnson,New York Giants,12,,,0,,,
patrick-johnson,Patrick Johnson,Philadelphia Eagles,1,,,,,,
jermaine-johnson-ii,Jermaine Johnson II,New York Jets,2,,,0,,,
broderick-jones,Broderick Jones,Pittsburgh Steelers,17,,,0,,,
daquan-jones,DaQuan Jones,Buffalo Bills,16,,,0,,,
d-j-jones,D.J. Jones,Denver Broncos,17,0,0,0,,1,0
deion-jones,Deion Jones,Tampa Bay Buccaneers,2,,,0,,,
jack-jones-2,Jack Jones,Las Vegas Raiders,17,,,0,,,
justin-jones,Justin Jones,Arizona Cardinals,3,0,0,0,,1,0
cameron-jordan,Cameron Jordan,New Orleans Saints,17,,,0,,,
mike-jordan-2,Mike Jordan,New England Patriots,11,0,0,0,1,,
mike-jordan-2,Mike Jordan,New England Patriots,12,0,0,0,1,,
kelvin-joseph,Kelvin Joseph,Indianapolis Colts,2,,,0,,,
kelvin-joseph,Kelvin Joseph,Indianapolis Colts,2,,,0,,,
kerby-joseph,Kerby Joseph,Detroit Lions,17,,,0,,,
sebastian-joseph-day,Sebastian Joseph-Day,Tennessee Titans,17,,,0,,,
matt-judon,Matthew Judon,Atlanta Falcons,17,,,0,,,
khalid-kareem,Khalid Kareem,Atlanta Falcons,2,,,0,,,
george-karlaftis,George Karlaftis,Kansas City Chiefs,16,,,0,,,
damontae-kazee,Damontae Kazee,Pittsburgh Steelers,15,,,0,,,
desmond-king,Desmond King,Baltimore Ravens,2,2,0,0,,,
desmond-king,Desmond King,Houston Texans,1,,,,,,
kevin-king,Kevin King,Atlanta Falcons,15,0,0,0,,1,0
marshawn-kneeland,Marshawn Kneeland,Dallas Cowboys,11,0,0,0,,1,0
tyrice-knight,Tyrice Knight,Seattle Seahawks,16,0,0,0,,,
younghoe-koo,Younghoe Koo,Atlanta Falcons,14,,,0,,,
tanoh-kpassagnon,Tanoh Kpassagnon,New Orleans Saints,3,,,0,,,
quentin-lake,Quentin Lake,Los Angeles Rams,17,,,0,,,
harold-landry,Harold Landry,Tennessee Titans,17,,,0,,,
marshon-lattimore,Marshon Lattimore,Washington Commanders,2,,,0,,,
marshon-lattimore,Marshon Lattimore,New Orleans Saints,7,,,0,,,
jeremiah-ledbetter,Jeremiah Ledbetter,Jacksonville Jaguars,15,,,0,,,
deane-leonard,Deane Leonard,Los Angeles Chargers,11,,,0,,,
beaux-limmer,Beaux Limmer,Los Angeles Rams,16,0,0,0,1,,
david-long,David Long Jr.,Detroit Lions,5,0,0,0,,1,0
david-long,David Long Jr.,Miami Dolphins,8,,,0,,,
dean-lowry,Dean Lowry,Pittsburgh Steelers,12,,,0,,,
blake-lynch,Blake Lynch,Kansas City Chiefs,1,,,0,,,
blake-lynch,Blake Lynch,Los Angeles Chargers,1,,,,,,
james-lynch-2,James Lynch,Tennessee Titans,17,,,0,,,
avonte-maddox,Avonte Maddox,Philadelphia Eagles,17,1,1,0,,,
jordan-mailata,Jordan Mailata,Philadelphia Eagles,12,,,0,,,
jake-martin,Jacob Martin,Chicago Bears,11,,,0,,,
shaq-mason,Shaq Mason,Houston Texans,15,,,0,,,
phidarian-mathis,Phidarian Mathis,Washington Commanders,12,,,0,,,
ross-matiscik,Ross Matiscik,Jacksonville Jaguars,17,,,0,,,
arthur-maulet,Arthur Maulet,Baltimore Ravens,3,,,0,,,
marcus-maye,Marcus Maye,Los Angeles Chargers,4,,,0,,,
marcus-maye,Marcus Maye,Miami Dolphins,11,,,0,,,
bobby-mccain,Bobby McCain,Minnesota Vikings,3,,,0,,,
nick-mccloud,Nick McCloud,San Francisco 49ers,8,,,0,,,
nick-mccloud,Nick McCloud,New York Giants,7,,,0,,,
zyon-mccollum,Zyon McCollum,Tampa Bay Buccaneers,17,0,0,0,,1,0
takkarist-mckinley,Takk McKinley,New York Jets,7,,,0,,,
xavier-mckinney,Xavier McKinney,Green Bay Packers,17,1,0,0,,1,0
rodney-mcleod,Rodney McLeod Jr.,Cleveland Browns,17,0,0,0,,1,1
raekwon-mcmillan,Raekwon McMillan,Tennessee Titans,2,,,0,,,
raekwon-mcmillan,Raekwon McMillan,New England Patriots,9,,,0,,,
quinn-meinerz,Quinn Meinerz,Denver Broncos,17,,,0,,,
patrick-mekari,Patrick Mekari,Baltimore Ravens,17,0,0,0,1,,
ifeatu-melifonwu,Ifeatu Melifonwu,Detroit Lions,3,,,0,,,
kaevon-merriweather,Kaevon Merriweather,Tampa Bay Buccaneers,14,0,0,0,,1,0
matt-milano,Matt Milano,Buffalo Bills,4,0,0,0,,2,0
kolton-miller,Kolton Miller,Las Vegas Raiders,17,0,0,0,1,,
von-miller,Von Miller,Buffalo Bills,13,,,0,,,
trevon-moehrig,Tre'von Moehrig,Las Vegas Raiders,17,0,0,0,,2,0
elijah-molden,Elijah Molden,Los Angeles Chargers,15,0,0,0,,2,0
kenny-moore,Kenny Moore II,Indianapolis Colts,15,0,0,0,,1,1
tarvarius-moore,Tarvarius Moore,Chicago Bears,11,,,0,,,
fabian-moreau,Fabian Moreau,Minnesota Vikings,7,,,0,,,
nicholas-morrow,Nicholas Morrow,Buffalo Bills,11,,,0,,,
nicholas-morrow,Nicholas Morrow,Buffalo Bills,11,,,0,,,
c-j-mosley,C.J. Mosley,New York Jets,4,,,0,,,
al-quadin-muhammad,Al-Quadin Muhammad,Detroit Lions,9,,,0,,,
israel-mukuamu,Israel Mukuamu,Dallas Cowboys,17,,,0,,,
eric-murray,Eric Murray,Houston Texans,17,,,0,,,
josh-myers,Josh Myers,Green Bay Packers,16,,,0,,,
siran-neal,Siran Neal,Miami Dolphins,17,,,0,,,
nik-needham,Nik Needham,Miami Dolphins,2,,,0,,,
yannick-ngakoue,Yannick Ngakoue,New England Patriots,6,,,0,,,
yannick-ngakoue,Yannick Ngakoue,Baltimore Ravens,5,,,0,,,
bilal-nichols,Bilal Nichols,Arizona Cardinals,6,,,0,,,
ben-niemann,Ben Niemann,Detroit Lions,17,0,0,0,,1,0
nick-niemann,Nick Niemann,Los Angeles Chargers,13,,,0,,,
maema-njongmeta,Maema Njongmeta,Cincinnati Bengals,17,0,0,0,,2,0
rakeem-nunez-roches,Rakeem Nunez-Roches,New York Giants,15,,,0,,,
uchenna-nwosu,Uchenna Nwosu,Seattle Seahawks,6,,,0,,,
efe-obada,Efe Obada,Washington Commanders,6,,,0,,,
george-odum,George Odum,San Francisco 49ers,12,,,0,,,
amen-ogbongbemiga,Amen Ogbongbemiga,Chicago Bears,17,,,0,,,
adetokunbo-ogundeji,Adetokunbo Ogundeji,Pittsburgh Steelers,3,,,0,,,
larry-ogunjobi,Larry Ogunjobi,Pittsburgh Steelers,15,,,0,,,
azeez-ojulari,Azeez Ojulari,New York Giants,11,0,0,0,,1,0
julian-okwara,Julian Okwara,Arizona Cardinals,13,,,0,,,
isaiah-oliver,Isaiah Oliver,New York Jets,17,,,0,,,
foye-oluokun,Foye Oluokun,Jacksonville Jaguars,13,,,0,,,
david-onyemata,David Onyemata,Atlanta Falcons,17,,,0,,,
amani-oruwariye,Amani Oruwariye,Dallas Cowboys,7,1,1,0,,,
matthew-orzech,Matthew Orzech,Green Bay Packers,17,1,0,0,,,
esezi-otomewo,Esezi Otomewo,Jacksonville Jaguars,4,0,0,0,1,,
ivan-pace-jr,Ivan Pace Jr.,Minnesota Vikings,11,0,0,0,,1,1
dylan-parham,Dylan Parham,Las Vegas Raiders,15,,,0,,,
zach-pascal,Zach Pascal,Arizona Cardinals,17,,,0,,,
joshua-paschal,Joshua Paschal,Detroit Lions,14,0,0,0,,1,0
daron-payne,Daron Payne,Washington Commanders,17,,,0,,,
denzel-perryman,Denzel Perryman,Los Angeles Chargers,11,,,0,,,
jeremiah-pharms-2,Jeremiah Pharms,New England Patriots,16,,,0,,,
del-shawn-phillips,Del'Shawn Phillips,Houston Texans,17,,,0,,,
jaelan-phillips,Jaelan Phillips,Miami Dolphins,4,,,0,,,
jordan-phillips,Jordan Phillips,Buffalo Bills,7,,,0,,,
jordan-phillips,Jordan Phillips,Dallas Cowboys,2,,,0,,,
michael-pierce,Michael Pierce,Baltimore Ravens,11,,,0,,,
jason-pinnock,Jason Pinnock,New York Giants,16,,,0,,,
ethan-pocic,Ethan Pocic,Cleveland Browns,16,,,0,,,
jordan-poyer,Jordan Poyer,Miami Dolphins,16,,,0,,,
bobby-price,Bobby Price,Washington Commanders,3,,,0,,,
shaquille-quarterman,Shaquille Quarterman,Los Angeles Chargers,10,0,0,0,1,,
shaquille-quarterman,Shaquille Quarterman,Carolina Panthers,1,,,,,,
jalen-ramsey,Jalen Ramsey,Miami Dolphins,17,,,0,,,
sheldon-rankins,Sheldon Rankins,Cincinnati Bengals,7,,,0,,,
d-j-reader,D.J. Reader,Detroit Lions,15,,,0,,,
d-j-reed,D.J. Reed,New York Jets,14,,,0,,,
justin-reid,Justin Reid,Kansas City Chiefs,16,,,0,,,
winston-reid,Winston Reid,Cleveland Browns,16,0,0,0,,1,0
jon-rhattigan,Jon Rhattigan,Carolina Panthers,16,,,0,,,
bo-richter,Bo Richter,Minnesota Vikings,14,0,0,0,,1,0
duke-riley,Duke Riley,Miami Dolphins,17,,,0,,,
roy-robertson-harris,Roy Robertson-Harris,Seattle Seahawks,11,,,0,,,
roy-robertson-harris,Roy Robertson-Harris,Jacksonville Jaguars,6,,,0,,,
cam-robinson,Cam Robinson,Minnesota Vikings,10,,,0,,,
cam-robinson,Cam Robinson,Jacksonville Jaguars,7,,,,,,
robert-rochell,Robert Rochell,Green Bay Packers,11,0,0,0,,1,0
malcolm-rodriguez,Malcolm Rodriguez,Detroit Lions,10,0,0,0,,1,0
j-j-russell,J.J. Russell,Tampa Bay Buccaneers,16,0,0,0,,1,0
asante-samuel-jr,Asante Samuel Jr.,Los Angeles Chargers,4,,,0,,,
jack-sanborn,Jack Sanborn,Chicago Bears,17,,,0,,,
drew-sanders,Drew Sanders,Denver Broncos,4,,,0,,,
jason-sanders,Jason Sanders,Miami Dolphins,17,0,0,0,,,
darnell-savage,Darnell Savage,Jacksonville Jaguars,13,,,0,,,
brenden-schooler,Brenden Schooler,New England Patriots,17,,,0,,,
nick-scott,Nick Scott,Carolina Panthers,10,,,0,,,
tim-settle,Tim Settle,Houston Texans,17,0,0,0,,1,0
kevon-seymour,Kevon Seymour,Washington Commanders,3,,,0,,,
duke-shelley,Duke Shelley,New York Giants,1,,,0,,,
justin-simmons,Justin Simmons,Atlanta Falcons,16,,,0,,,
john-simpson-2,John Simpson,New York Jets,17,0,0,0,1,,
trenton-simpson,Trenton Simpson,Baltimore Ravens,17,0,0,0,,1,0
alex-singleton,Alex Singleton,Denver Broncos,3,,,0,,,
jl-skinner-iii,JL Skinner,Denver Broncos,14,0,0,0,,1,0
harrison-smith,Harrison Smith,Minnesota Vikings,16,0,0,0,,1,0
preston-smith,Preston Smith,Pittsburgh Steelers,8,0,0,0,1,,
preston-smith,Preston Smith,Green Bay Packers,9,,,0,,,
terell-smith,Terell Smith,Chicago Bears,14,,,0,,,
tremon-smith,Tremon Smith,Denver Broncos,17,,,0,,,
trey-smith,Trey Smith,Kansas City Chiefs,17,,,0,,,
za-darius-smith,Za'Darius Smith,Detroit Lions,8,,,0,,,
za-darius-smith,Za'Darius Smith,Cleveland Browns,9,,,0,,,
l-jarius-sneed,L'Jarius Sneed,Tennessee Titans,5,,,0,,,
baylon-spector,Baylon Spector,Buffalo Bills,11,0,0,0,,1,0
robert-spillane,Robert Spillane,Las Vegas Raiders,17,,,0,,,
m-j-stewart,M.J. Stewart,Houston Texans,15,0,0,0,,1,0
ben-stille,Ben Stille,Arizona Cardinals,3,,,0,,,
ben-stille,Ben Stille,Tampa Bay Buccaneers,3,0,0,0,,1,0
geno-stone,Geno Stone,Cincinnati Bengals,17,0,0,0,,1,0
kentavius-street,Kentavius Street,Atlanta Falcons,13,,,0,,,
greg-stroman,Greg Stroman,New York Giants,4,,,0,,,
ty-summers,Ty Summers,New York Giants,16,,,0,,,
cameron-sutton,Cameron Sutton,Pittsburgh Steelers,9,,,0,,,
sione-takitaki,Sione Takitaki,New England Patriots,11,,,0,,,
jahlani-tavai,Jahlani Tavai,New England Patriots,17,,,0,,,
ja-sir-taylor,Ja'Sir Taylor,Los Angeles Chargers,15,0,0,0,,1,0
keith-taylor-2,Keith Taylor,Kansas City Chiefs,11,,,0,,,
a-j-terrell,A.J. Terrell,Atlanta Falcons,17,,,0,,,
cameron-thomas,Cameron Thomas,Cleveland Browns,5,,,0,,,
cameron-thomas,Cameron Thomas,Kansas City Chiefs,4,,,,,,
daniel-thomas-2,Daniel Thomas,Jacksonville Jaguars,15,0,0,0,,1,0
isaiah-thomas,Isaiah Thomas,Detroit Lions,2,0,0,0,,1,0
juan-thornhill,Juan Thornhill,Cleveland Browns,11,,,0,,,
jalen-thompson,Jalen Thompson,Arizona Cardinals,15,0,0,0,,2,0
joseph-michael-thuney,Joe Thuney,Kansas City Chiefs,17,,,0,,,
tommy-togiai,Tommy Togiai,Houston Texans,8,,,0,,,
dalvin-tomlinson,Dalvin Tomlinson,Cleveland Browns,16,,,0,,,
khyiris-tonga,Khyiris Tonga,Arizona Cardinals,13,,,0,,,
casey-toohill,Casey Toohill,Buffalo Bills,14,0,0,0,,1,0
drue-tranquill,Drue Tranquill,Kansas City Chiefs,16,0,0,0,,2,0
marlon-tuipulotu,Marlon Tuipulotu,Kansas City Chiefs,2,,,0,,,
dj-turner-2,DJ Turner II,Cincinnati Bengals,11,,,0,,,
josh-uche,Joshua Uche,Kansas City Chiefs,6,,,0,,,
josh-uche,Joshua Uche,New England Patriots,7,,,0,,,
brent-urban,Brent Urban,Baltimore Ravens,13,,,0,,,
c-j-uzomah,C.J. Uzomah,Philadelphia Eagles,7,,,0,,,
greg-van-roten,Greg Van Roten,New York Giants,17,0,0,0,1,,
vita-vea,Vita Vea,Tampa Bay Buccaneers,16,,,0,,,
alijah-vera-tucker,Alijah Vera-Tucker,New York Jets,15,,,0,,,
nick-vigil,Nick Vigil,Dallas Cowboys,16,,,0,,,
jalen-virgil,Jalen Virgil,Buffalo Bills,7,0,0,0,,1,0
anthony-walker,Anthony Walker,Miami Dolphins,14,,,0,,,
demarcus-walker,DeMarcus Walker,Chicago Bears,17,,,0,,,
mykal-walker,Mykal Walker,Washington Commanders,17,0,0,0,1,1,0
quay-walker,Quay Walker,Green Bay Packers,13,,,0,,,
levi-wallace,Levi Wallace,Denver Broncos,13,,,0,,,
charvarius-ward,Charvarius Ward,San Francisco 49ers,12,,,0,,,
jay-ward,Jay Ward,Minnesota Vikings,16,,,0,,,
jihad-ward,Jihad Ward,Minnesota Vikings,17,0,0,0,,1,0
jimmie-ward,Jimmie Ward,Houston Texans,10,,,0,,,
carter-warren,Carter Warren,New York Jets,6,,,0,,,
carlos-watkins,Carlos Watkins,Dallas Cowboys,15,,,0,,,
carlos-watkins,Carlos Watkins,Washington Commanders,1,,,,,,
luke-wattenberg,Luke Wattenberg,Denver Broncos,13,1,0,0,1,,
kristian-welch,Kristian Welch,Baltimore Ravens,9,0,0,0,1,,
kristian-welch,Kristian Welch,Denver Broncos,6,,,0,,,
pete-werner,Pete Werner,New Orleans Saints,13,,,0,,,
kyzir-white,Kyzir White,Arizona Cardinals,17,0,0,0,,1,0
devin-white,Devin White,Houston Texans,7,,,0,,,
tre-davious-white,Tre'Davious White,Baltimore Ravens,7,,,0,,,
tre-davious-white,Tre'Davious White,Los Angeles Rams,4,,,0,,,
jordan-whitehead,Jordan Whitehead,Tampa Bay Buccaneers,12,,,0,,,
christian-wilkins,Christian Wilkins,Las Vegas Raiders,5,,,0,,,
quinnen-williams,Quinnen Williams,New York Jets,16,,,0,,,
avery-williams-2,Avery Williams,Atlanta Falcons,17,,,0,,,
trayveon-williams,Trayveon Williams,Cincinnati Bengals,17,,,0,,,
connor-williams,Connor Williams,Seattle Seahawks,9,2,0,0,,,
darious-williams,Darious Williams,Los Angeles Rams,12,,,0,,,
dee-williams,Dee Williams,New York Giants,1,,,,,,
dee-williams,Dee Williams,Seattle Seahawks,12,3,3,0,,,
james-williams-8,James Williams,Tennessee Titans,13,0,0,0,1,,
leonard-williams,Leonard Williams,Seattle Seahawks,16,,,0,,,
marcus-williams,Marcus Williams,Baltimore Ravens,11,0,0,0,,1,0
jedrick-wills,Jedrick Wills,Cleveland Browns,5,,,0,,,
mack-wilson,Mack Wilson,Arizona Cardinals,16,0,0,0,,1,0
james-winchester,James Winchester,Kansas City Chiefs,17,,,0,,,
